date,pm25,pm10,o3,no2,so2,co,AQI
2022-01-27,162,103,12,33,1,5,212
2022-01-28,140,96,8,33,4,5,194
2022-01-29,144,105,6,38,2,9,196
2022-01-30,159,102,9,32,14,8,209
2022-01-31,139,93,17,34,6,7,194
2022-02-01,154,93,13,28,7,4,204
2022-02-02,144,84,22,25,5,4,196
2022-02-03,150,106,7,31,5,3,199
2022-02-04,152,112,15,36,6,8,202
2022-02-05,151,108,17,33,6,5,201
2022-02-06,144,94,15,29,6,6,196
2022-02-07,146,93,18,24,5,3,197
2022-02-08,148,78,14,18,5,6,198
2022-02-09,127,89,17,22,5,5,187
2022-02-10,149,103,17,26,9,7,199
2022-02-11,159,98,9,32,5,5,209
2022-02-12,155,94,14,31,6,6,205
2022-02-13,141,93,18,29,5,4,195
2022-02-14,153,83,14,27,5,4,203
2022-02-15,151,74,13,22,7,2,201
2022-02-16,142,72,16,21,5,7,195
2022-02-17,141,74,17,22,4,3,195
2022-02-18,138,67,12,24,6,3,193
2022-02-19,122,83,11,30,7,6,185
2022-02-20,130,105,8,38,2,9,189
2022-02-21,148,93,21,31,5,4,198
2022-02-22,147,78,17,26,4,5,198
2022-02-23,125,68,14,23,4,3,186
2022-02-24,109,61,11,25,4,3,178
2022-02-25,97,68,14,22,6,3,172
2022-02-26,81,45,10,21,6,2,164
2022-02-27,54,58,6,29,2,3,146
2022-02-28,74,70,4,31,1,5,160
2022-03-01,112,40,10,21,1,4,180
2022-03-02,57,69,15,29,1,5,151
2022-03-03,94,71,14,29,1,5,170
2022-03-04,98,117,6,32,2,5,172
2022-03-05,151,71,11,28,2,5,201
2022-03-06,125,71,11,28,2,5,186
2022-03-08,125,98,3,36,2,6,186
2022-03-09,167,107,18,27,2,5,217
2022-03-10,161,89,18,26,1,4,211
2022-03-11,155,101,11,33,5,7,205
2022-03-12,159,104,14,32,6,7,209
2022-03-13,161,89,8,31,1,10,211
2022-03-14,132,97,12,27,3,8,190
2022-03-15,116,99,13,29,1,7,182
2022-03-16,132,100,14,32,3,3,190
2022-03-17,133,91,17,27,2,7,191
2022-03-18,136,79,17,22,1,16,192
2022-03-19,130,68,16,22,1,28,189
2022-03-20,124,90,15,25,1,7,186
2022-03-21,136,89,17,21,1,3,192
2022-03-22,154,94,12,25,1,4,204
2022-03-23,154,84,17,17,1,6,204
2022-03-24,151,78,16,17,1,8,201
2022-03-25,150,78,17,18,1,10,199
2022-03-26,139,78,15,19,1,3,194
2022-03-27,133,91,13,23,1,2,191
2022-03-28,145,99,14,24,7,9,197
2022-03-29,145,100,11,26,1,7,197
2022-03-30,146,90,11,24,1,5,197
2022-03-31,127,96,20,22,1,22,187
2022-04-01,148,96,18,18,1,7,198
2022-04-02,138,96,22,14,1,12,193
2022-04-03,133,79,14,34,1,3,191
2022-04-04,120,70,15,57,1,3,184
2022-04-05,106,73,15,23,1,1,177
2022-04-06,100,73,15,23,1,1,173
2022-04-08,100,96,4,24,1,2,173
2022-04-09,92,60,13,21,1,161,169
2022-04-10,85,70,17,24,1,201,166
2022-04-11,79,70,17,26,1,12,163
2022-04-12,90,57,17,26,1,2,168
2022-04-13,80,72,12,23,1,2,163
2022-04-14,78,73,14,27,1,2,162
2022-04-15,101,93,11,27,1,25,174
2022-04-16,127,78,12,29,1,11,187
2022-04-17,114,91,14,27,1,33,181
2022-04-18,121,112,14,29,1,9,184
2022-04-19,124,105,14,27,1,9,186
2022-04-20,130,76,21,17,1,16,189
2022-04-21,125,63,14,14,1,6,186
2022-04-22,127,66,17,16,1,13,187
2022-04-23,113,81,15,20,1,14,180
2022-04-24,110,89,19,19,1,14,179
2022-04-25,117,79,15,18,1,4,182
2022-04-26,126,85,18,19,1,6,187
2022-04-27,134,50,14,13,1,3,191
2022-04-28,114,76,12,17,1,13,181
2022-04-29,111,81,12,15,1,5,179
2022-04-30,128,89,12,16,1,6,188
2022-05-01,118,90,5,15,5,7,183
2022-05-02,104,97,22,16,2,8,176
2022-05-03,127,53,19,11,1,8,187
2022-05-04,76,69,14,15,1,14,161
2022-05-05,102,86,13,17,1,11,175
2022-05-06,115,80,18,13,1,17,181
2022-05-07,108,85,19,14,3,3,178
2022-05-08,120,105,13,16,2,14,184
2022-05-09,148,108,12,19,2,17,198
2022-05-10,143,71,7,14,3,6,196
2022-05-11,98,52,13,11,3,2,172
2022-05-12,78,71,12,12,3,3,162
2022-05-13,100,82,17,11,3,2,173
2022-05-14,101,66,16,11,1,1,174
2022-05-15,110,58,11,13,1,4,179
2022-05-16,108,65,14,11,1,15,178
2022-05-17,104,81,9,13,1,8,176
2022-05-18,114,48,6,11,1,11,181
2022-05-19,62,37,6,11,1,5,154
2022-05-20,63,73,7,11,1,9,154
2022-05-21,115,75,2,11,2,10,181
2022-05-22,102,75,2,11,2,10,175
2022-05-25,102,94,9,11,2,14,175
2022-05-26,122,87,10,11,2,3,185
2022-05-27,100,75,5,14,2,3,173
2022-05-28,94,112,7,10,1,16,170
2022-05-29,81,101,7,11,1,19,164
2022-05-30,101,85,10,11,1,3,174
2022-05-31,107,76,7,11,3,4,177
2022-06-01,114,89,7,15,1,14,181
2022-06-02,125,102,7,10,1,6,186
2022-06-03,144,102,7,10,1,6,196
2022-06-06,144,82,12,11,1,3,196
2022-06-07,96,64,8,11,1,4,171
2022-06-08,88,50,8,10,1,5,167
2022-06-09,70,27,8,10,1,3,158
2022-06-10,37,23,6,10,1,2,104
2022-06-11,27,18,6,10,1,6,82
2022-06-12,26,31,5,10,1,4,80
2022-06-13,38,42,6,11,1,2,107
2022-06-14,61,43,5,9,1,4,153
2022-06-15,59,43,3,12,1,3,152
2022-06-16,77,43,6,10,1,4,162
2022-06-17,73,63,6,11,1,8,160
2022-06-18,77,40,2,10,1,13,162
2022-06-19,71,33,3,9,1,8,159
2022-06-20,63,22,1,8,2,1,154
2022-06-21,50,38,1,10,5,7,136
2022-06-22,64,31,1,9,1,10,155
2022-06-23,53,28,3,9,1,6,144
2022-06-24,42,27,3,10,2,9,117
2022-06-25,43,26,3,10,1,9,119
2022-06-26,49,36,3,9,1,7,134
2022-06-27,56,25,2,9,1,12,151
2022-06-28,46,35,2,9,1,11,126
2022-06-29,64,34,2,8,2,10,155
2022-06-30,53,32,2,7,2,5,144
2022-07-01,60,42,1,9,1,9,153
2022-07-02,64,56,1,9,2,7,155
2022-07-03,88,49,1,9,3,10,167
2022-07-04,75,21,1,8,3,13,161
2022-07-05,48,23,1,7,2,11,131
2022-07-06,50,27,1,7,2,8,136
2022-07-07,56,22,1,7,1,9,151
2022-07-08,50,10,1,7,2,1,136
2022-07-09,30,10,1,6,2,3,88
2022-07-10,38,18,1,6,3,2,107
2022-07-11,39,13,1,6,1,1,109
2022-07-12,25,11,1,6,2,1,78
2022-07-13,29,20,1,7,7,2,86
2022-07-14,45,38,1,7,2,3,124
2022-07-15,54,35,1,7,1,1,146
2022-07-16,62,18,1,7,1,2,154
2022-07-17,38,20,1,7,2,2,107
2022-07-18,42,49,1,9,1,1,117
2022-07-19,64,59,1,5,2,3,155
2022-07-20,75,76,1,3,2,11,161
2022-07-21,93,42,1,4,1,11,170
2022-07-22,71,32,1,4,2,11,159
2022-07-23,58,35,1,4,2,11,152
2022-07-24,58,46,2,2,2,2,152
2022-07-25,70,69,2,3,5,6,158
2022-07-26,102,55,2,4,1,6,175
2022-07-27,71,59,1,5,5,21,159
2022-07-28,110,67,7,4,1,17,179
2022-07-29,113,40,3,4,1,17,180
2022-07-30,61,48,2,4,1,21,153
2022-07-31,86,70,1,5,1,19,166
2022-08-01,109,60,1,4,1,13,178
2022-08-02,92,64,3,4,2,27,169
2022-08-03,113,44,2,4,3,22,180
2022-08-04,73,28,2,4,2,24,160
2022-08-05,53,21,2,3,1,20,144
2022-08-06,36,19,1,4,2,26,102
2022-08-07,47,6,4,3,1,20,129
2022-08-08,18,22,6,2,2,25,63
2022-08-09,26,35,6,2,2,28,80
2022-08-10,49,34,8,2,4,27,134
2022-08-11,41,37,6,2,3,36,114
2022-08-12,48,30,5,1,1,22,131
2022-08-13,31,17,4,1,2,21,90
2022-08-14,28,16,4,1,2,25,84
2022-08-15,26,31,6,1,1,18,80
2022-08-16,39,43,7,1,2,23,109
2022-08-17,46,43,4,1,3,31,126
2022-08-18,50,49,6,1,3,34,136
2022-08-19,60,35,5,1,3,32,153
2022-08-20,46,32,6,1,2,25,126
2022-08-21,44,46,5,1,3,35,121
2022-08-22,68,39,5,1,3,33,157
2022-08-23,60,49,4,1,5,34,153
2022-08-24,81,73,7,1,4,40,164
2022-08-25,99,69,5,1,6,40,173
2022-08-26,96,82,4,1,4,35,171
2022-08-27,114,67,6,1,3,32,181
2022-08-28,93,86,7,1,4,41,170
2022-08-29,142,53,11,1,3,31,195
2022-08-30,96,35,9,1,1,21,171
2022-08-31,61,33,9,1,1,18,153
2022-09-01,38,34,8,1,3,29,107
2022-09-02,47,35,12,2,2,25,129
2022-09-03,39,51,5,2,3,35,109
2022-09-04,66,62,7,2,4,40,156
2022-09-05,85,57,6,3,3,32,166
2022-09-06,101,42,6,3,3,35,174
2022-09-07,74,43,10,3,5,50,160
2022-09-08,66,65,9,3,5,37,156
2022-09-09,124,27,3,3,2,27,186
2022-09-10,65,12,1,3,2,22,155
2022-09-11,22,21,1,3,3,31,71
2022-09-12,39,25,1,3,2,29,109
2022-09-13,44,30,1,3,2,30,121
2022-09-14,60,36,1,3,2,27,153
2022-09-15,54,22,1,3,2,22,146
2022-09-16,50,42,1,3,1,19,136
2022-09-17,59,35,1,3,2,24,152
2022-09-18,48,36,1,3,2,27,131
2022-09-19,58,37,2,3,2,29,152
2022-09-20,67,57,2,3,2,27,156
2022-09-21,93,44,1,3,3,34,170
2022-09-22,82,56,1,3,3,32,164
2022-09-23,84,41,1,3,3,33,165
2022-09-24,64,37,1,3,2,29,155
2022-09-25,62,57,14,1,2,30,154
2022-09-26,102,70,2,1,3,36,175
2022-09-27,116,73,2,1,4,43,182
2022-09-28,133,66,1,1,4,42,191
2022-09-29,125,85,1,1,5,50,186
2022-09-30,141,82,2,1,4,37,195
2022-10-01,122,59,2,1,3,35,185
2022-10-02,87,82,2,1,5,46,167
2022-10-03,119,91,2,1,6,53,183
2022-10-04,134,70,2,1,3,35,191
2022-10-05,117,39,4,1,2,29,182
2022-10-06,70,20,3,1,3,32,158
2022-10-07,47,31,3,1,2,28,129
2022-10-08,62,33,3,1,3,31,154
2022-10-09,77,22,2,1,3,30,162
2022-10-10,41,15,3,1,2,27,114
2022-10-11,36,54,2,1,2,28,102
2022-10-12,72,59,21,1,4,41,159
2022-10-13,96,68,2,2,4,38,171
2022-10-14,122,59,1,1,5,47,185
2022-10-15,109,59,2,1,3,30,178
2022-10-16,38,59,2,1,3,30,107
2022-10-23,38,77,2,1,3,3,107
2022-10-24,120,95,2,1,3,7,184
2022-10-25,143,102,3,1,4,10,196
2022-10-26,153,98,3,1,2,8,203
2022-10-27,153,89,2,1,3,4,203
2022-10-28,142,88,2,1,3,7,195
2022-10-29,138,101,2,1,5,6,193
2022-10-30,150,105,3,4,4,8,199
2022-10-31,157,95,2,1,2,7,207
2022-11-01,154,102,2,1,2,9,204
2022-11-02,158,101,3,1,2,9,208
2022-11-03,159,102,2,1,3,8,209
2022-11-04,160,93,3,1,2,9,210
2022-11-05,156,95,3,1,1,5,206
2022-11-06,145,96,13,1,2,8,197
2022-11-07,153,87,10,1,1,3,203
2022-11-08,146,100,4,1,1,4,197
2022-11-09,162,99,4,1,3,4,212
2022-11-10,156,106,3,1,2,4,206
2022-11-11,159,101,3,1,3,4,209
2022-11-12,159,101,3,1,3,4,209
2022-11-14,159,110,2,4,4,15,209
2022-11-15,162,100,5,3,8,9,212
2022-11-16,153,104,4,3,14,8,203
2022-11-17,158,102,5,3,12,7,208
2022-11-18,157,106,5,3,12,5,207
2022-11-19,162,102,5,3,13,5,212
2022-11-20,162,103,6,3,13,7,212
2022-11-21,156,89,5,3,9,10,206
2022-11-22,160,107,4,3,13,11,210
2022-11-23,161,109,5,1,5,20,211
2022-11-24,160,99,6,2,5,11,210
2022-11-25,162,108,4,2,11,15,212
2022-11-26,162,107,5,1,5,12,212
2022-11-27,163,106,4,4,5,11,213
2022-11-28,162,105,4,4,6,10,212
2022-11-29,160,106,6,4,6,7,210
2022-11-30,161,107,5,3,6,9,211
2022-12-01,161,103,5,3,2,6,211
2022-12-02,163,83,3,3,1,5,213
2022-12-03,152,90,5,3,2,7,202
2022-12-04,162,104,4,3,6,5,212
2022-12-05,163,101,4,3,8,11,213
2022-12-06,153,107,4,3,14,9,203
2022-12-07,162,108,4,3,12,7,212
2022-12-08,158,108,6,3,11,7,208
2022-12-09,162,100,4,3,14,5,212
2022-12-10,157,114,3,3,6,5,207
2022-12-11,120,43,5,3,1,7,184
2022-12-12,84,31,4,3,1,5,165
2022-12-13,61,47,4,3,1,4,153
2022-12-14,74,71,6,3,1,4,160
2022-12-15,131,89,6,3,3,13,189
2022-12-16,154,97,4,3,5,7,204
2022-12-17,161,95,6,3,6,3,211
2022-12-18,148,99,4,3,3,20,198
2022-12-19,154,95,4,1,5,17,204
2022-12-20,159,101,6,1,1,8,209
2022-12-21,153,96,4,1,5,14,203
2022-12-22,151,98,4,1,4,8,201
2022-12-23,152,94,5,1,2,4,202
2022-12-24,158,67,5,1,2,3,208
2022-12-25,125,46,3,1,2,2,186
2022-12-26,90,48,4,1,2,4,168
2022-12-27,82,58,6,1,6,3,164
2022-12-28,92,83,6,1,4,4,169
2022-12-29,126,90,4,1,3,6,187
2022-12-30,149,91,5,1,5,6,199
2022-12-31,147,78,6,1,2,5,198
2023-01-01,142,72,7,1,1,11,195
2023-01-02,149,69,5,1,1,6,199
2023-01-03,147,63,5,1,1,2,198
2023-01-04,122,77,4,1,1,9,185
2023-01-05,153,105,3,1,3,7,203
2023-01-06,163,103,3,1,7,9,213
2023-01-07,161,95,3,1,8,4,211
2023-01-08,140,99,5,1,9,8,194
2023-01-09,142,104,5,1,10,14,195
2023-01-10,152,99,6,1,7,12,202
2023-01-11,153,88,5,1,2,4,203
2023-01-12,150,88,6,1,2,3,199
2023-01-13,153,76,5,1,1,2,203
2023-01-14,149,78,9,1,2,21,199
2023-01-15,150,59,5,1,2,3,199
2023-01-16,114,55,5,1,2,10,181
2023-01-17,109,52,4,1,1,12,178
2023-01-18,137,52,3,1,1,4,193
2023-01-19,136,81,3,1,1,4,192
2023-01-20,144,80,3,1,3,4,196
2023-01-21,147,73,2,1,3,13,198
2023-01-22,146,83,2,1,2,7,197
2023-01-23,154,55,2,1,2,2,204
2023-01-24,92,59,2,1,2,2,169
2023-01-25,97,68,2,1,3,1,172
2023-01-26,97,79,2,1,3,28,172
2023-01-27,122,86,2,1,3,8,185
2023-01-28,153,82,3,1,4,9,203
2023-01-29,160,77,3,3,2,4,210
2023-01-30,150,85,2,4,4,13,199
2023-01-31,149,111,2,5,9,7,199
2023-02-01,162,102,2,6,10,7,212
2023-02-02,147,98,2,7,13,7,198
2023-02-03,141,105,4,7,14,7,195
2023-02-04,152,110,3,6,16,14,202
2023-02-05,162,101,3,5,7,9,212
2023-02-06,158,87,3,3,3,5,208
2023-02-07,155,98,3,4,4,4,205
2023-02-08,156,104,2,6,12,10,206
2023-02-09,149,101,2,6,8,11,199
2023-02-10,142,93,2,5,8,24,195
2023-02-11,134,93,2,6,10,9,191
2023-02-12,138,104,1,7,13,6,193
2023-02-13,140,104,2,6,12,14,194
2023-02-14,141,101,2,3,12,10,195
2023-02-15,140,106,2,3,13,8,194
2023-02-16,137,105,2,3,13,7,193
2023-02-17,149,105,3,2,7,6,199
2023-02-18,157,83,3,2,3,9,207
2023-02-19,146,88,2,2,4,7,197
2023-02-20,150,88,2,1,6,7,199
2023-02-21,150,97,2,1,6,4,199
2023-02-22,152,90,2,1,5,4,202
2023-02-23,150,99,2,1,5,4,199
2023-02-24,157,93,2,1,5,19,207
2023-02-25,144,92,3,1,5,18,196
2023-02-26,139,89,5,2,3,12,194
2023-02-27,145,78,3,2,2,8,197
2023-02-28,138,91,3,2,3,11,193
2023-03-01,129,86,2,2,2,9,188
2023-03-02,138,93,1,3,3,10,193
2023-03-03,160,95,3,3,2,9,210
2023-03-04,156,91,2,4,3,8,206
2023-03-05,158,95,2,4,3,7,208
2023-03-06,159,95,1,4,3,6,209
2023-03-07,137,87,2,4,6,11,193
2023-03-08,144,83,2,4,3,5,196
2023-03-09,136,78,2,5,3,9,192
2023-03-10,144,87,2,2,3,21,196
2023-03-11,155,88,1,2,2,7,205
2023-03-12,155,88,3,2,2,14,205
2023-03-13,136,64,3,2,3,22,192
2023-03-14,125,64,3,2,5,25,186
2023-03-15,160,76,3,2,3,13,210
2023-03-16,149,48,2,2,3,13,199
2023-03-17,104,42,3,2,2,20,176
2023-03-18,104,42,2,1,4,8,176
2023-03-19,104,65,3,1,3,14,176
2023-03-20,90,82,3,1,4,31,168
2023-03-21,114,78,3,1,3,13,181
2023-03-22,123,88,2,1,7,29,185
2023-03-23,130,87,2,1,4,24,189
2023-03-24,124,71,3,1,4,28,186
2023-03-25,99,66,2,1,2,12,173
2023-03-26,110,77,2,1,4,29,179
2023-03-27,99,92,2,1,5,20,173
2023-03-28,133,61,3,1,3,10,191
2023-03-29,116,82,2,1,3,18,182
2023-03-30,106,88,1,1,3,8,177
2023-03-31,121,88,1,1,3,8,184
2023-04-02,121,58,3,1,2,18,184
2023-04-03,89,80,2,1,4,9,168
2023-04-04,102,61,2,1,3,12,175
2023-04-05,98,87,3,1,4,23,172
2023-04-06,123,67,2,1,5,14,185
2023-04-07,110,72,2,1,4,15,179
2023-04-08,108,82,3,1,3,10,178
2023-04-09,115,79,3,1,4,6,181
2023-04-10,113,87,3,1,2,12,180
2023-04-11,120,83,3,1,3,14,184
2023-04-12,137,85,3,1,4,16,193
2023-04-13,138,83,3,1,3,12,193
2023-04-14,142,77,2,1,2,14,195
2023-04-15,142,79,1,1,2,8,195
2023-04-16,142,83,2,1,2,18,195
2023-04-17,127,80,4,2,2,4,187
2023-04-18,142,93,3,3,3,13,195
2023-04-19,152,86,3,4,2,11,202
2023-04-20,144,80,3,4,2,13,196
2023-04-21,132,46,2,3,3,11,190
2023-04-22,96,76,2,2,2,14,171
2023-04-23,123,56,2,2,2,14,185
2023-04-24,79,34,2,2,3,4,163
2023-04-25,61,34,2,2,3,4,153
2023-04-27,61,83,1,2,2,20,153
2023-04-28,135,45,1,2,3,6,192
2023-04-29,78,43,2,2,2,10,162
2023-04-30,82,30,2,2,2,3,164
2023-05-01,56,27,2,2,1,14,151
2023-05-02,55,20,2,2,10,4,149
2023-05-03,45,20,2,2,4,6,124
2023-05-04,30,50,2,2,2,9,88
2023-05-05,76,54,2,2,2,7,161
2023-05-06,94,51,3,2,1,4,170
2023-05-07,89,60,2,2,1,10,168
2023-05-08,100,53,3,2,1,3,173
2023-05-09,92,59,2,1,3,11,169
2023-05-10,105,85,2,1,2,9,176
2023-05-11,145,88,2,1,2,8,197
2023-05-12,128,93,3,1,3,7,188
2023-05-13,130,81,3,1,2,7,189
2023-05-14,105,80,2,1,2,5,176
2023-05-15,96,73,2,1,3,4,171
2023-05-16,94,76,2,1,2,4,170
2023-05-17,98,75,1,1,3,7,172
2023-05-18,122,92,2,1,3,10,185
2023-05-19,131,92,2,1,3,10,189
2023-05-21,131,52,2,1,3,8,189
2023-05-22,86,71,3,1,2,6,166
2023-05-23,118,73,2,1,2,9,183
2023-05-24,113,77,2,1,3,6,180
2023-05-25,98,66,1,1,3,4,172
2023-05-26,85,65,1,1,1,8,166
2023-05-27,85,65,1,1,1,8,166
2023-05-28,85,81,3,3,2,11,166
2023-05-29,122,66,3,2,2,9,185
2023-05-30,99,74,1,2,2,6,173
2023-05-31,112,81,2,2,2,9,180
2023-06-01,127,90,1,2,1,12,187
2023-06-02,119,89,1,2,2,5,183
2023-06-03,110,59,2,2,2,3,179
2023-06-04,76,59,2,2,2,3,161
2023-06-08,76,71,1,2,3,2,161
2023-06-09,70,37,1,2,2,6,158
2023-06-10,42,34,1,2,1,4,117
2023-06-11,38,45,1,2,2,2,107
2023-06-12,48,59,1,2,2,3,131
2023-06-13,61,50,1,2,4,4,153
2023-06-14,55,54,1,2,2,4,149
2023-06-15,57,57,1,2,2,4,151
2023-06-16,61,62,1,2,1,6,153
2023-06-17,65,78,2,2,2,5,155
2023-06-18,79,104,1,2,2,5,163
2023-06-19,99,97,1,2,2,4,173
2023-06-20,105,76,1,2,2,3,176
2023-06-21,93,62,1,2,4,5,170
2023-06-22,78,63,1,2,2,4,162
2023-06-23,78,31,1,2,2,5,162
2023-06-24,46,6,1,2,2,3,126
2023-06-25,9,6,1,2,2,3,37
2023-06-26,9,46,1,2,1,14,42
2023-06-27,71,34,1,2,1,3,159
2023-06-28,51,22,1,2,2,4,139
2023-06-29,33,36,1,2,2,6,94
2023-06-30,38,32,1,2,2,2,107
2023-07-01,43,29,1,2,2,3,119
2023-07-02,41,31,4,2,2,2,114
2023-07-03,36,18,1,2,2,3,102
2023-07-04,32,21,1,2,2,2,92
2023-07-05,38,16,1,2,2,4,107
2023-07-06,24,16,1,2,2,3,76
2023-07-07,29,30,1,2,2,3,86
2023-07-08,38,30,1,2,2,3,107
2023-07-09,40,57,1,2,2,3,112
2023-07-10,51,53,1,2,2,2,139
2023-07-11,67,48,1,2,2,4,156
2023-07-12,79,59,1,2,1,2,163
2023-07-13,76,40,1,2,2,3,161
2023-07-14,64,37,1,2,2,3,155
2023-07-15,60,44,1,2,2,2,153
2023-07-16,63,28,1,2,2,2,154
2023-07-17,53,15,1,2,2,1,144
2023-07-18,34,13,1,2,1,4,97
2023-07-19,15,11,1,2,1,3,57
2023-07-20,14,13,1,2,1,3,54
2023-07-21,17,21,1,2,1,2,61
2023-07-22,31,16,1,2,2,1,90
2023-07-23,25,21,1,2,2,1,78
2023-07-24,29,10,1,2,3,2,86
2023-07-25,23,14,1,2,1,2,73
2023-07-26,25,8,1,2,2,2,78
2023-07-27,14,25,1,2,2,2,54
2023-07-28,36,43,1,2,2,1,102
2023-07-29,44,31,3,2,2,2,121
2023-07-30,25,30,1,2,2,2,78
2023-07-31,44,26,1,2,2,1,121
2023-08-01,30,30,1,2,2,1,88
2023-08-02,40,39,1,2,2,1,112
2023-08-03,49,44,1,2,2,2,134
2023-08-04,54,46,1,2,2,2,146
2023-08-05,51,34,2,2,2,1,139
2023-08-06,36,37,2,2,2,1,102
2023-08-07,37,37,2,2,2,1,104
2023-08-28,37,94,1,5,2,10,104
2023-08-29,130,94,1,4,2,7,189
2023-08-30,104,102,2,3,1,9,176
2023-08-31,125,98,1,3,2,9,186
2023-09-01,130,71,1,3,2,8,189
2023-09-02,107,28,1,3,2,7,177
2023-09-03,53,39,1,3,2,6,144
2023-09-04,78,52,2,2,1,5,162
2023-09-05,76,40,3,3,1,6,161
2023-09-06,65,17,2,3,1,6,155
2023-09-07,29,43,2,2,2,6,86
2023-09-08,52,90,2,2,1,7,141
2023-09-09,54,100,2,3,1,7,146
2023-09-10,42,93,2,3,2,6,117
2023-09-11,73,89,2,3,2,7,160
2023-09-12,54,53,2,3,4,8,146
2023-09-13,61,23,2,3,1,7,153
2023-09-14,30,58,2,3,3,7,88
2023-09-15,81,30,2,3,1,7,164
2023-09-16,55,21,2,3,1,7,149
2023-09-17,51,87,2,2,2,6,139
2023-09-18,74,83,2,3,2,7,160
2023-09-19,71,50,2,3,1,7,159
2023-09-20,60,37,1,3,2,7,153
2023-09-21,50,37,1,3,2,7,136
2023-09-24,50,57,2,10,1,8,136
2023-09-25,88,52,2,9,2,7,167
2023-09-26,82,60,4,15,2,8,164
2023-09-27,111,49,4,21,2,7,179
2023-09-28,80,45,4,20,1,7,163
2023-09-29,67,36,3,19,2,7,156
2023-09-30,53,72,3,19,2,4,144
2023-10-01,43,78,5,22,2,6,119
2023-10-02,74,108,4,23,2,8,160
2023-10-03,127,110,4,26,2,9,187
2023-10-04,130,99,5,26,2,9,189
2023-10-05,129,104,4,27,2,8,188
2023-10-06,116,89,4,27,6,9,182
2023-10-07,128,84,6,25,2,8,188
2023-10-08,133,83,6,28,2,9,191
2023-10-09,128,93,7,27,5,9,188
2023-10-10,156,82,5,25,3,8,206
2023-10-11,137,84,6,27,2,8,193
2023-10-12,136,86,6,27,2,9,192
2023-10-13,135,85,6,27,1,8,192
2023-10-14,143,82,8,26,2,9,196
2023-10-15,150,81,7,24,1,9,199
2023-10-16,152,69,8,24,2,8,202
2023-10-17,135,84,7,27,2,8,192
2023-10-18,140,88,5,27,2,8,194
2023-10-19,152,85,6,27,2,8,202
2023-10-20,151,84,6,27,2,8,201
2023-10-21,155,74,7,29,2,7,205
2023-10-22,130,76,8,27,2,7,189
2023-10-23,127,76,7,26,2,8,187
2023-10-24,123,83,6,30,2,9,185
2023-10-25,131,87,6,30,2,8,189
2023-10-26,138,87,10,31,2,8,193
2023-10-27,137,93,11,33,2,8,193
2023-10-28,144,84,8,29,1,8,196
2023-10-29,153,90,9,27,3,8,203
2023-10-30,158,99,8,26,2,10,208
2023-10-31,162,94,7,19,4,12,212
2023-11-01,161,82,6,25,2,8,211
2023-11-02,143,70,7,23,1,8,196
2023-11-03,132,83,5,23,1,8,190
2023-11-04,145,92,6,22,2,8,197
2023-11-05,162,78,5,23,2,9,212
2023-11-06,128,58,2,20,2,8,188
2023-11-07,100,48,5,21,1,7,173
2023-11-08,101,68,14,19,2,8,174
2023-11-09,138,89,9,23,1,9,193
2023-11-10,154,79,3,23,1,8,204
2023-11-11,154,79,3,23,1,8,204
2023-11-18,154,72,13,17,1,6,204
2023-11-19,132,72,13,17,1,6,190
2023-12-07,132,97,1,35,2,8,190
2023-12-08,144,94,1,34,3,8,196
2023-12-09,147,99,1,36,2,8,198
2023-12-10,153,99,1,36,2,8,203
2023-12-13,153,88,2,36,1,7,203
2023-12-14,150,104,1,40,2,10,199
2023-12-15,160,110,1,38,2,9,210
2023-12-16,162,110,1,37,2,10,212
2023-12-17,162,98,1,40,2,8,212
2023-12-18,161,111,2,45,1,9,211
2023-12-19,164,112,2,42,2,9,214
2023-12-20,162,111,2,48,4,18,212
2023-12-21,163,111,3,46,2,14,213
2023-12-22,162,113,3,37,4,8,212
2023-12-23,164,112,2,42,2,10,214
2023-12-24,163,112,2,40,1,9,213
2023-12-25,163,111,2,44,1,9,213
2023-12-26,163,105,2,42,1,9,213
2023-12-27,158,108,1,44,1,8,208
2023-12-28,162,108,1,44,1,8,212
2024-06-11,162,48,2,12,5,2,212
2024-06-12,72,48,2,12,5,2,159
2024-06-18,72,46,2,12,2,7,159
2024-06-19,48,47,1,12,2,10,131
2024-06-20,64,45,1,14,2,8,155
2024-06-21,64,63,1,13,2,11,155
2024-06-22,88,45,1,13,1,7,167
2024-06-23,70,35,3,13,1,6,158
2024-06-24,51,35,3,12,1,8,139
2024-06-25,54,38,5,12,2,7,146
2024-06-26,46,31,7,12,1,6,126
2024-06-27,64,33,4,72,1,3,155
2024-06-28,44,44,4,12,2,8,121
2024-06-29,54,36,5,12,3,6,146
2024-06-30,54,43,5,9,4,10,146
2024-07-01,55,49,5,11,1,6,149
2024-07-02,65,44,4,9,2,5,155
2024-07-03,65,43,4,11,2,5,155
2024-07-04,56,44,3,13,2,6,151
2024-07-05,54,41,5,11,2,5,146
2024-07-06,44,16,3,12,3,5,121
2024-07-07,41,54,2,12,3,6,114
2024-07-08,50,31,2,15,1,5,136
2024-07-09,52,31,2,15,1,5,141
2024-07-10,52,50,2,15,3,6,141
2024-07-11,58,39,2,15,1,6,152
2024-07-12,49,28,3,14,4,5,134
2024-07-13,50,20,3,13,2,6,136
2024-07-14,41,10,4,9,5,5,114
2024-07-15,26,13,3,14,1,5,80
